Marital_status,Course,Course_Name,Daytime_evening_attendance        ,Previous_qualification,Nationality,Mother_qualification,Father_qualification,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,Target 
1,9003,Agronomy,1,1,1,19,19,0,1,0,29,13.9,-0.3,Dropout
1,9670,Advertising and Marketing Management,1,1,1,19,37,1,1,0,18,12.4,0.5,Dropout
1,9147,Management,1,1,1,1,38,1,1,0,21,15.5,2.8,Enrolled
1,9070,Communication Design,1,1,1,3,2,1,1,0,20,13.9,-0.3,Dropout
1,9991,Management (evening attendance),0,1,1,38,3,1,1,0,24,12.4,0.5,Enrolled
1,9773,Journalism and Communication,1,1,1,1,1,0,1,0,18,8.9,1.4,Dropout
1,9003,Agronomy,1,1,1,1,3,1,1,0,23,15.5,2.8,Enrolled
1,9147,Management,1,1,1,1,19,1,1,0,19,8.9,1.4,Graduate
1,9254,Tourism,1,3,1,19,19,1,1,0,35,16.2,0.3,Dropout
1,9500,Nursing,1,1,1,1,1,1,1,0,20,10.8,1.4,Graduate
2,9238,Social Service,1,42,1,19,38,1,1,0,33,8.9,1.4,Dropout
1,9773,Journalism and Communication,1,1,1,1,3,1,1,0,18,9.4,-0.8,Graduate
1,9773,Journalism and Communication,1,1,1,5,3,1,1,0,20,12.4,0.5,Enrolled
1,9773,Journalism and Communication,1,1,1,3,3,1,1,0,19,13.9,-0.3,Dropout
1,9773,Journalism and Communication,1,1,1,38,1,1,1,0,18,7.6,2.6,Dropout
1,9991,Management (evening attendance),0,1,1,37,37,0,1,0,28,8.9,1.4,Dropout
1,9147,Management,1,1,1,5,1,1,1,0,18,16.2,0.3,Graduate
1,9773,Journalism and Communication,1,1,1,2,3,1,1,0,25,15.5,2.8,Dropout
1,9238,Social Service,1,1,1,1,38,0,1,0,19,8.9,1.4,Dropout
1,9070,Communication Design,1,1,1,38,19,1,1,0,18,9.4,-0.8,Graduate
1,9003,Agronomy,1,3,1,3,3,1,1,0,29,13.9,-0.3,Graduate
1,171,Animation and Multimedia Design,1,1,1,2,2,1,1,0,18,7.6,2.6,Enrolled
1,9254,Tourism,1,1,1,3,2,1,1,1,20,8.9,1.4,Graduate
1,9003,Agronomy,1,39,1,3,19,1,1,0,20,15.5,2.8,Dropout
1,9070,Communication Design,1,1,1,3,3,1,1,0,18,9.4,-0.8,Graduate
1,9254,Tourism,1,1,1,3,1,1,1,1,21,12.4,0.5,Graduate
1,9254,Tourism,1,1,1,3,3,0,1,0,18,9.4,-0.8,Dropout
1,9119,Informatics Engineering,1,1,1,37,37,1,1,0,20,7.6,2.6,Graduate
1,8014,Social Service (evening attendance),0,1,1,37,37,1,0,0,23,15.5,2.8,Enrolled
1,9991,Management (evening attendance),0,1,1,1,37,1,0,0,26,16.2,0.3,Dropout
1,9670,Advertising and Marketing Management,1,1,1,37,37,1,0,0,19,9.4,-0.8,Dropout
1,9556,Oral Hygiene,1,1,1,37,38,0,0,1,24,8.9,1.4,Dropout
1,9670,Advertising and Marketing Management,1,1,1,19,38,1,0,1,20,11.1,0.6,Graduate
1,9991,Management (evening attendance),0,1,1,38,3,0,0,0,26,10.8,1.4,Dropout
1,9147,Management,1,12,1,19,37,1,0,0,31,10.8,1.4,Dropout
2,9500,Nursing,1,1,1,37,37,1,0,0,27,9.4,-0.8,Graduate
1,9085,Veterinary Nursing,1,1,1,19,38,1,0,0,24,11.1,0.6,Graduate
1,9085,Veterinary Nursing,1,39,1,19,38,1,0,0,23,8.9,1.4,Enrolled
1,9500,Nursing,1,1,1,38,38,1,0,1,20,13.9,-0.3,Graduate
1,9500,Nursing,1,1,1,38,38,1,0,0,20,11.1,0.6,Graduate
1,9500,Nursing,1,1,1,38,1,1,0,0,24,12.7,3.7,Graduate
2,9147,Management,1,1,1,37,37,1,0,0,39,11.1,0.6,Enrolled
1,9773,Journalism and Communication,1,1,1,19,38,1,0,0,18,12.7,3.7,Graduate
1,9085,Veterinary Nursing,1,1,1,37,38,1,0,0,20,11.1,0.6,Dropout
1,9500,Nursing,1,1,1,1,1,1,0,0,18,15.5,2.8,Graduate
1,9500,Nursing,1,1,1,37,37,1,0,0,19,15.5,2.8,Graduate
1,9085,Veterinary Nursing,1,1,1,1,19,1,0,0,18,10.8,1.4,Graduate
1,9670,Advertising and Marketing Management,1,1,1,37,19,1,0,0,22,7.6,2.6,Enrolled
1,9500,Nursing,1,1,1,1,1,1,0,0,18,11.1,0.6,Graduate
1,9238,Social Service,1,1,1,3,1,1,0,1,18,12.4,0.5,Graduate
4,9991,Management (evening attendance),0,1,1,37,37,1,0,0,30,12.7,3.7,Enrolled
2,9238,Social Service,1,12,1,37,37,1,0,0,34,7.6,2.6,Graduate
1,8014,Social Service (evening attendance),0,19,1,37,37,1,0,0,38,13.9,-0.3,Dropout
1,9500,Nursing,1,1,1,37,19,1,0,1,19,9.4,-0.8,Graduate
1,9853,Basic Education,1,1,1,38,38,1,0,0,19,10.8,1.4,Dropout
1,9773,Journalism and Communication,1,1,1,1,1,0,0,0,21,10.8,1.4,Dropout
1,9773,Journalism and Communication,1,1,1,2,3,1,0,1,18,11.1,0.6,Graduate
1,9085,Veterinary Nursing,1,1,1,1,38,1,0,1,20,13.9,-0.3,Graduate
1,9147,Management,1,1,1,37,38,1,0,1,18,16.2,0.3,Graduate
1,9070,Communication Design,1,1,1,38,37,1,0,0,18,16.2,0.3,Graduate
1,9556,Oral Hygiene,1,2,1,37,37,1,0,1,36,12.7,3.7,Dropout
1,9147,Management,1,1,1,38,37,1,0,1,18,13.9,-0.3,Graduate
1,9130,Equinculture,1,6,1,1,29,1,0,1,21,7.6,2.6,Dropout
1,9130,Equinculture,1,39,1,1,3,1,0,1,21,13.9,-0.3,Dropout
1,9085,Veterinary Nursing,1,1,41,3,3,1,0,0,18,11.1,0.6,Graduate
1,9670,Advertising and Marketing Management,1,1,1,1,14,1,0,0,18,9.4,-0.8,Graduate
1,9500,Nursing,1,1,1,38,38,1,0,0,19,7.6,2.6,Graduate
2,9003,Agronomy,1,19,1,37,19,1,0,0,29,11.1,0.6,Graduate
1,9147,Management,1,39,1,19,1,1,0,1,20,11.1,0.6,Graduate
1,9500,Nursing,1,1,1,37,37,1,0,0,18,7.6,2.6,Graduate
1,9085,Veterinary Nursing,1,1,1,2,1,1,0,0,19,10.8,1.4,Graduate
1,9147,Management,1,1,1,1,38,1,0,1,19,8.9,1.4,Graduate
1,8014,Social Service (evening attendance),0,1,1,12,5,0,0,0,37,8.9,1.4,Dropout
1,9085,Veterinary Nursing,1,1,1,37,1,1,0,1,18,10.8,1.4,Graduate
1,9853,Basic Education,1,1,1,19,19,1,0,0,21,12.7,3.7,Dropout
1,9238,Social Service,1,1,1,1,38,1,0,1,19,12.4,0.5,Graduate
1,9670,Advertising and Marketing Management,1,1,1,3,1,1,0,0,19,9.4,-0.8,Graduate
2,9991,Management (evening attendance),0,39,1,38,19,1,0,1,35,12.7,3.7,Enrolled
2,9500,Nursing,1,1,1,37,38,1,0,0,30,13.9,-0.3,Dropout
1,9773,Journalism and Communication,1,1,1,34,34,1,0,0,27,9.4,-0.8,Dropout
2,9254,Tourism,1,1,1,37,37,1,0,1,45,7.6,2.6,Dropout
2,8014,Social Service (evening attendance),0,1,1,38,38,1,0,1,50,12.7,3.7,Graduate
4,9147,Management,1,1,1,37,37,1,0,0,41,9.4,-0.8,Graduate
1,9500,Nursing,1,1,1,37,37,1,0,0,26,7.6,2.6,Enrolled
1,9003,Agronomy,1,19,1,37,37,1,0,0,44,11.1,0.6,Dropout
5,9147,Management,1,40,1,37,37,1,0,0,23,15.5,2.8,Graduate
1,33,Biofuel Production Technologies,1,1,1,19,19,1,0,0,34,11.1,0.6,Dropout
1,9147,Management,1,1,1,38,38,1,0,1,21,11.1,0.6,Graduate
1,9147,Management,1,1,21,3,37,1,0,0,22,7.6,2.6,Dropout
4,8014,Social Service (evening attendance),0,1,1,37,37,1,0,1,32,16.2,0.3,Graduate
1,9556,Oral Hygiene,1,1,41,1,1,1,0,0,20,15.5,2.8,Graduate
2,8014,Social Service (evening attendance),0,3,1,35,35,0,0,0,59,10.8,1.4,Dropout
2,9147,Management,1,42,1,19,19,1,0,0,30,8.9,1.4,Enrolled
1,9254,Tourism,1,1,1,38,36,1,0,1,18,9.4,-0.8,Graduate
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,25,7.6,2.6,Enrolled
4,9991,Management (evening attendance),0,1,1,37,37,1,1,0,36,12.7,3.7,Graduate
1,9556,Oral Hygiene,1,43,1,38,19,1,1,0,36,11.1,0.6,Dropout
1,9670,Advertising and Marketing Management,1,1,1,38,19,0,1,0,19,10.8,1.4,Dropout
1,9991,Management (evening attendance),0,1,1,1,37,1,1,0,25,9.4,-0.8,Graduate
1,9003,Agronomy,1,19,1,37,37,1,1,0,35,15.5,2.8,Graduate
1,9238,Social Service,1,1,1,1,1,1,1,0,20,16.2,0.3,Dropout
1,9003,Agronomy,1,1,1,37,37,0,1,0,35,15.5,2.8,Dropout
1,9238,Social Service,1,1,1,37,37,1,0,0,27,7.6,2.6,Dropout
1,9500,Nursing,1,1,1,19,3,1,0,0,18,10.8,1.4,Enrolled
1,9500,Nursing,1,1,1,38,19,1,0,0,23,16.2,0.3,Enrolled
1,8014,Social Service (evening attendance),0,1,1,19,1,1,0,0,19,10.8,1.4,Graduate
1,9500,Nursing,1,1,1,37,37,1,0,1,18,11.1,0.6,Enrolled
1,9500,Nursing,1,1,1,19,19,0,0,0,26,12.4,0.5,Dropout
1,9238,Social Service,1,1,1,1,38,1,0,0,19,16.2,0.3,Graduate
1,9500,Nursing,1,1,1,38,19,0,0,0,19,12.7,3.7,Dropout
1,171,Animation and Multimedia Design,1,1,1,19,19,1,0,0,18,13.9,-0.3,Dropout
1,9500,Nursing,1,1,1,19,1,1,0,1,19,11.1,0.6,Graduate
1,9500,Nursing,1,1,1,37,37,1,0,1,19,15.5,2.8,Graduate
1,9085,Veterinary Nursing,1,1,1,38,37,1,0,1,19,10.8,1.4,Graduate
1,8014,Social Service (evening attendance),0,39,1,1,37,1,0,1,21,12.4,0.5,Graduate
1,9773,Journalism and Communication,1,1,1,1,1,1,0,0,18,15.5,2.8,Graduate
2,9254,Tourism,1,3,1,38,37,1,0,0,33,9.4,-0.8,Graduate
1,8014,Social Service (evening attendance),0,3,1,19,37,1,0,0,32,12.7,3.7,Graduate
1,9500,Nursing,1,1,1,19,19,1,0,1,17,9.4,-0.8,Graduate
2,9500,Nursing,1,1,1,19,19,1,0,0,31,12.7,3.7,Dropout
2,8014,Social Service (evening attendance),0,1,1,19,19,1,0,1,32,15.5,2.8,Graduate
1,9085,Veterinary Nursing,1,1,1,40,40,1,0,0,18,11.1,0.6,Dropout
1,9070,Communication Design,1,12,1,37,19,1,0,0,31,8.9,1.4,Enrolled
1,9254,Tourism,1,1,1,1,1,1,1,0,20,8.9,1.4,Enrolled
1,9991,Management (evening attendance),0,1,1,3,19,0,1,0,40,10.8,1.4,Dropout
2,9991,Management (evening attendance),0,1,1,37,19,1,1,0,32,7.6,2.6,Graduate
1,9119,Informatics Engineering,1,3,1,19,19,0,1,0,40,12.7,3.7,Dropout
1,171,Animation and Multimedia Design,1,1,1,1,1,1,1,1,18,16.2,0.3,Graduate
1,9991,Management (evening attendance),0,1,1,37,37,0,1,0,28,12.7,3.7,Dropout
1,9070,Communication Design,1,1,1,1,1,1,1,0,19,9.4,-0.8,Graduate
1,9773,Journalism and Communication,1,1,1,1,37,1,1,1,19,15.5,2.8,Graduate
1,9147,Management,1,1,1,38,37,1,1,0,21,10.8,1.4,Dropout
1,9147,Management,1,1,1,19,1,1,1,0,22,7.6,2.6,Dropout
1,9119,Informatics Engineering,1,1,1,3,1,0,1,0,18,12.4,0.5,Dropout
1,171,Animation and Multimedia Design,1,1,1,12,3,1,1,0,27,9.4,-0.8,Dropout
1,171,Animation and Multimedia Design,1,1,1,1,3,1,1,0,19,8.9,1.4,Enrolled
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,30,9.4,-0.8,Graduate
1,9130,Equinculture,1,39,1,1,3,1,1,0,28,16.2,0.3,Dropout
5,9119,Informatics Engineering,1,1,1,37,37,1,1,1,34,9.4,-0.8,Enrolled
1,9147,Management,1,1,1,1,1,1,1,0,21,10.8,1.4,Enrolled
1,9238,Social Service,1,1,1,1,19,1,1,1,20,16.2,0.3,Graduate
1,9254,Tourism,1,1,1,12,19,0,1,0,31,7.6,2.6,Dropout
1,9119,Informatics Engineering,1,1,1,1,1,0,1,0,21,7.6,2.6,Dropout
1,9670,Advertising and Marketing Management,1,19,1,34,34,0,1,0,27,7.6,2.6,Dropout
1,9773,Journalism and Communication,1,1,1,38,38,1,1,0,19,7.6,2.6,Graduate
1,9773,Journalism and Communication,1,1,1,3,1,1,1,0,21,10.8,1.4,Enrolled
1,9003,Agronomy,1,39,1,19,19,0,1,0,21,16.2,0.3,Dropout
1,9670,Advertising and Marketing Management,1,1,1,34,34,0,1,0,35,7.6,2.6,Dropout
1,9085,Veterinary Nursing,1,1,1,37,36,1,1,0,28,7.6,2.6,Dropout
1,9670,Advertising and Marketing Management,1,1,1,1,1,1,1,0,24,10.8,1.4,Enrolled
1,9773,Journalism and Communication,1,1,1,34,1,0,1,0,19,9.4,-0.8,Dropout
1,9670,Advertising and Marketing Management,1,1,1,1,1,0,1,0,20,13.9,-0.3,Enrolled
1,9070,Communication Design,1,1,1,3,19,1,1,1,20,16.2,0.3,Graduate
1,9119,Informatics Engineering,1,1,1,37,37,1,1,0,19,9.4,-0.8,Enrolled
1,9085,Veterinary Nursing,1,1,1,40,1,0,1,0,37,8.9,1.4,Dropout
1,9254,Tourism,1,1,1,37,38,1,1,0,19,7.6,2.6,Dropout
1,9500,Nursing,1,1,1,37,37,1,1,0,36,13.9,-0.3,Dropout
1,9147,Management,1,12,1,37,37,1,1,0,29,9.4,-0.8,Dropout
1,9003,Agronomy,1,1,1,38,37,1,1,0,30,13.9,-0.3,Graduate
1,9670,Advertising and Marketing Management,1,19,1,2,1,1,1,0,32,11.1,0.6,Dropout
1,8014,Social Service (evening attendance),0,1,1,3,1,1,1,0,26,10.8,1.4,Enrolled
2,9003,Agronomy,1,39,1,37,37,1,1,0,37,16.2,0.3,Dropout
1,9119,Informatics Engineering,1,1,1,1,12,1,1,0,27,13.9,-0.3,Dropout
1,9773,Journalism and Communication,1,1,1,38,1,1,1,1,18,13.9,-0.3,Graduate
1,9500,Nursing,1,1,1,38,37,1,1,1,18,9.4,-0.8,Graduate
2,9003,Agronomy,1,19,1,38,19,0,1,0,32,15.5,2.8,Dropout
1,9119,Informatics Engineering,1,39,1,3,19,1,1,0,20,12.4,0.5,Enrolled
1,9003,Agronomy,1,1,1,3,3,1,1,0,22,16.2,0.3,Dropout
4,9500,Nursing,1,1,1,1,19,1,0,0,32,12.4,0.5,Dropout
1,9147,Management,1,1,1,1,37,1,0,0,21,7.6,2.6,Enrolled
1,9670,Advertising and Marketing Management,1,1,1,1,1,0,0,0,19,10.8,1.4,Dropout
1,9773,Journalism and Communication,1,1,1,19,1,1,0,1,18,8.9,1.4,Graduate
1,9147,Management,1,1,1,1,1,1,0,1,18,8.9,1.4,Graduate
1,9147,Management,1,2,1,3,37,0,0,0,38,15.5,2.8,Dropout
1,9853,Basic Education,1,1,1,34,34,1,0,0,21,7.6,2.6,Dropout
1,9238,Social Service,1,1,1,34,37,0,0,0,21,9.4,-0.8,Dropout
1,9991,Management (evening attendance),0,1,1,37,37,1,1,0,26,7.6,2.6,Enrolled
1,9500,Nursing,1,1,1,19,38,1,0,0,19,7.6,2.6,Graduate
1,9500,Nursing,1,1,1,19,37,1,0,1,19,10.8,1.4,Enrolled
1,9254,Tourism,1,1,1,1,1,1,0,0,18,7.6,2.6,Dropout
1,9147,Management,1,3,1,37,37,1,0,0,25,12.7,3.7,Dropout
1,9500,Nursing,1,1,1,37,1,1,0,0,19,7.6,2.6,Graduate
1,9254,Tourism,1,1,1,1,19,1,0,1,18,13.9,-0.3,Graduate
1,9147,Management,1,1,1,37,37,1,0,1,19,13.9,-0.3,Graduate
1,9238,Social Service,1,1,1,19,38,1,0,1,22,12.4,0.5,Graduate
1,9003,Agronomy,1,39,1,38,38,1,0,0,21,15.5,2.8,Graduate
1,9085,Veterinary Nursing,1,1,1,19,37,1,0,1,21,8.9,1.4,Graduate
1,9853,Basic Education,1,1,1,38,38,1,0,1,20,11.1,0.6,Graduate
2,9147,Management,1,1,1,19,37,1,0,0,19,10.8,1.4,Enrolled
1,9500,Nursing,1,1,1,19,19,1,0,0,18,7.6,2.6,Graduate
1,9500,Nursing,1,1,1,19,19,1,0,0,26,13.9,-0.3,Dropout
1,9147,Management,1,2,1,34,34,1,0,0,31,7.6,2.6,Dropout
1,9238,Social Service,1,1,1,37,38,1,0,1,18,11.1,0.6,Graduate
4,9147,Management,1,3,1,19,1,1,0,0,35,11.1,0.6,Dropout
1,9085,Veterinary Nursing,1,1,1,37,37,1,0,0,19,12.7,3.7,Enrolled
1,9238,Social Service,1,1,1,19,38,1,0,1,19,15.5,2.8,Graduate
1,9500,Nursing,1,1,1,3,1,1,0,0,18,11.1,0.6,Graduate
1,9085,Veterinary Nursing,1,1,1,38,38,1,0,0,20,12.4,0.5,Graduate
1,171,Animation and Multimedia Design,1,1,1,1,1,1,0,1,19,8.9,1.4,Graduate
1,9238,Social Service,1,1,1,19,37,1,0,1,21,10.8,1.4,Enrolled
1,9853,Basic Education,1,1,1,38,38,1,0,1,18,16.2,0.3,Graduate
1,9500,Nursing,1,1,1,19,19,1,0,0,23,9.4,-0.8,Graduate
1,9070,Communication Design,1,1,1,1,1,1,0,1,21,16.2,0.3,Graduate
1,9147,Management,1,1,1,37,38,1,0,1,19,11.1,0.6,Graduate
1,9147,Management,1,1,1,38,19,1,0,0,19,10.8,1.4,Enrolled
1,9085,Veterinary Nursing,1,42,1,19,37,1,0,0,20,8.9,1.4,Graduate
1,9147,Management,1,1,1,3,19,1,0,0,18,16.2,0.3,Enrolled
1,9500,Nursing,1,1,1,37,37,1,0,1,18,9.4,-0.8,Graduate
2,9500,Nursing,1,1,1,1,19,1,0,0,19,7.6,2.6,Graduate
1,9070,Communication Design,1,1,1,38,19,1,0,1,21,9.4,-0.8,Graduate
1,9238,Social Service,1,1,1,38,38,1,0,1,18,12.7,3.7,Graduate
1,9670,Advertising and Marketing Management,1,1,1,37,19,1,0,0,20,15.5,2.8,Enrolled
1,9773,Journalism and Communication,1,1,1,19,38,1,0,0,18,12.7,3.7,Graduate
1,9500,Nursing,1,1,1,19,19,1,0,1,18,15.5,2.8,Graduate
2,9991,Management (evening attendance),0,1,1,37,37,1,0,0,32,9.4,-0.8,Enrolled
1,171,Animation and Multimedia Design,1,1,1,3,3,1,0,0,18,13.9,-0.3,Graduate
1,9853,Basic Education,1,1,1,19,37,1,0,0,19,10.8,1.4,Enrolled
1,9500,Nursing,1,1,1,1,19,1,0,1,18,9.4,-0.8,Graduate
1,9500,Nursing,1,1,1,1,1,0,0,0,18,9.4,-0.8,Dropout
1,9773,Journalism and Communication,1,1,1,19,38,1,0,0,20,11.1,0.6,Graduate
1,9670,Advertising and Marketing Management,1,1,1,1,12,1,0,0,19,12.4,0.5,Enrolled
1,9500,Nursing,1,1,1,38,37,1,0,0,19,10.8,1.4,Graduate
1,9147,Management,1,1,1,38,38,1,0,0,18,9.4,-0.8,Enrolled
1,9500,Nursing,1,1,1,1,19,1,0,0,18,15.5,2.8,Dropout
1,9500,Nursing,1,1,1,1,19,1,0,1,18,12.4,0.5,Graduate
1,9500,Nursing,1,1,1,3,38,1,0,0,20,11.1,0.6,Enrolled
1,9773,Journalism and Communication,1,1,1,3,3,1,0,0,19,16.2,0.3,Enrolled
1,9254,Tourism,1,1,1,38,19,1,0,0,21,12.7,3.7,Dropout
1,9853,Basic Education,1,1,1,38,37,1,0,1,19,11.1,0.6,Graduate
1,9238,Social Service,1,1,1,19,38,1,0,1,20,15.5,2.8,Graduate
1,9500,Nursing,1,1,1,1,1,1,0,1,21,9.4,-0.8,Graduate
1,9085,Veterinary Nursing,1,39,1,37,38,1,0,0,23,11.1,0.6,Dropout
1,9238,Social Service,1,1,1,1,38,0,0,1,18,12.7,3.7,Dropout
2,9991,Management (evening attendance),0,3,1,3,1,1,0,0,30,12.7,3.7,Dropout
1,9085,Veterinary Nursing,1,1,1,9,19,1,0,0,20,9.4,-0.8,Dropout
2,9147,Management,1,1,1,37,37,0,0,0,29,10.8,1.4,Dropout
1,9147,Management,1,1,1,38,38,1,0,0,24,10.8,1.4,Enrolled
1,9238,Social Service,1,1,1,19,1,1,0,0,20,7.6,2.6,Graduate
1,8014,Social Service (evening attendance),0,1,1,37,37,1,0,0,27,13.9,-0.3,Dropout
2,9147,Management,1,3,1,37,37,1,0,0,23,7.6,2.6,Dropout
1,9070,Communication Design,1,1,1,19,19,1,0,1,23,11.1,0.6,Graduate
1,9500,Nursing,1,1,1,1,1,1,0,0,18,12.7,3.7,Graduate
1,9773,Journalism and Communication,1,1,1,38,38,1,0,1,19,12.7,3.7,Graduate
1,9500,Nursing,1,1,1,19,37,1,0,0,19,13.9,-0.3,Dropout
1,9773,Journalism and Communication,1,1,1,1,38,1,0,1,18,11.1,0.6,Dropout
1,9070,Communication Design,1,1,1,1,1,1,0,0,19,9.4,-0.8,Graduate
1,9773,Journalism and Communication,1,1,1,1,38,1,0,1,18,13.9,-0.3,Graduate
1,9991,Management (evening attendance),0,1,1,37,37,1,0,0,29,9.4,-0.8,Enrolled
1,9556,Oral Hygiene,1,19,1,37,37,1,0,0,24,13.9,-0.3,Graduate
1,9556,Oral Hygiene,1,1,1,37,38,1,0,0,19,8.9,1.4,Dropout
1,9556,Oral Hygiene,1,1,1,1,38,1,0,0,19,12.7,3.7,Enrolled
1,9670,Advertising and Marketing Management,1,1,1,38,19,1,0,0,19,10.8,1.4,Enrolled
1,9254,Tourism,1,1,1,37,19,1,0,0,20,11.1,0.6,Graduate
1,9773,Journalism and Communication,1,1,1,1,19,1,0,0,18,10.8,1.4,Graduate
1,9070,Communication Design,1,1,1,1,19,0,0,0,18,13.9,-0.3,Dropout
1,9500,Nursing,1,1,1,19,1,1,0,1,19,12.4,0.5,Graduate
1,9085,Veterinary Nursing,1,1,1,3,3,1,0,0,19,13.9,-0.3,Dropout
1,171,Animation and Multimedia Design,1,1,1,1,19,1,0,1,18,13.9,-0.3,Graduate
1,9773,Journalism and Communication,1,1,1,19,37,1,0,1,19,10.8,1.4,Graduate
1,9500,Nursing,1,1,1,3,3,1,0,1,18,16.2,0.3,Graduate
1,9991,Management (evening attendance),0,1,1,37,37,1,0,0,24,16.2,0.3,Enrolled
1,9500,Nursing,1,1,1,19,19,1,0,0,28,13.9,-0.3,Enrolled
1,9500,Nursing,1,1,1,1,1,1,0,0,20,12.7,3.7,Graduate
1,9500,Nursing,1,1,1,37,38,1,0,1,19,12.7,3.7,Graduate
1,9147,Management,1,1,1,37,37,0,0,0,22,9.4,-0.8,Dropout
1,9238,Social Service,1,1,1,19,1,1,0,0,19,12.7,3.7,Graduate
1,9238,Social Service,1,3,1,37,37,1,0,0,36,16.2,0.3,Graduate
1,9003,Agronomy,1,39,1,37,38,1,0,1,19,15.5,2.8,Graduate
1,9238,Social Service,1,1,1,4,3,1,0,0,18,16.2,0.3,Graduate
4,9991,Management (evening attendance),0,12,1,37,37,0,0,0,40,7.6,2.6,Dropout
1,9500,Nursing,1,1,1,38,37,1,0,1,19,7.6,2.6,Graduate
4,9500,Nursing,1,1,1,37,37,1,0,0,38,10.8,1.4,Enrolled
1,9085,Veterinary Nursing,1,3,1,37,37,1,0,0,32,15.5,2.8,Dropout
1,9853,Basic Education,1,1,1,1,37,1,0,0,19,9.4,-0.8,Enrolled
1,9070,Communication Design,1,1,1,3,1,1,0,0,19,8.9,1.4,Graduate
2,9147,Management,1,1,1,37,37,1,0,0,35,10.8,1.4,Dropout
1,9147,Management,1,1,1,38,19,1,0,0,20,7.6,2.6,Enrolled
1,9853,Basic Education,1,1,1,19,19,1,0,0,29,12.7,3.7,Graduate
1,9991,Management (evening attendance),0,1,1,37,37,1,0,0,29,15.5,2.8,Enrolled
1,9500,Nursing,1,1,1,37,37,1,0,1,19,9.4,-0.8,Enrolled
1,9500,Nursing,1,1,1,38,19,1,0,1,18,10.8,1.4,Graduate
2,8014,Social Service (evening attendance),0,19,1,38,19,0,0,0,25,7.6,2.6,Graduate
4,8014,Social Service (evening attendance),0,19,1,37,37,0,0,0,50,8.9,1.4,Dropout
2,9147,Management,1,1,1,34,34,1,0,0,24,7.6,2.6,Dropout
1,9119,Informatics Engineering,1,1,1,38,19,1,0,0,18,9.4,-0.8,Dropout
1,9085,Veterinary Nursing,1,1,1,38,38,1,0,0,20,15.5,2.8,Graduate
1,9003,Agronomy,1,1,1,1,37,1,0,1,20,15.5,2.8,Graduate
1,9991,Management (evening attendance),0,1,1,37,37,1,0,0,21,9.4,-0.8,Dropout
1,9238,Social Service,1,1,1,38,1,1,1,0,28,10.8,1.4,Enrolled
1,9254,Tourism,1,1,1,38,37,1,1,1,19,12.4,0.5,Graduate
1,9500,Nursing,1,1,1,37,37,1,1,1,18,9.4,-0.8,Graduate
1,171,Animation and Multimedia Design,1,1,1,37,37,1,1,0,22,12.7,3.7,Graduate
1,9003,Agronomy,1,39,1,37,37,1,1,0,25,15.5,2.8,Dropout
2,9500,Nursing,1,1,1,37,37,0,1,0,37,11.1,0.6,Dropout
1,9500,Nursing,1,1,1,37,37,0,1,0,38,11.1,0.6,Dropout
2,9670,Advertising and Marketing Management,1,1,1,19,38,1,1,0,36,13.9,-0.3,Dropout
1,9500,Nursing,1,1,1,19,1,1,1,0,18,12.7,3.7,Graduate
1,9670,Advertising and Marketing Management,1,1,1,1,1,0,1,0,19,9.4,-0.8,Dropout
1,9130,Equinculture,1,1,1,1,1,1,1,0,24,9.4,-0.8,Dropout
1,9238,Social Service,1,1,1,1,1,1,1,0,20,11.1,0.6,Graduate
1,171,Animation and Multimedia Design,1,1,1,37,37,1,1,0,21,12.7,3.7,Dropout
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,32,7.6,2.6,Dropout
2,9991,Management (evening attendance),0,19,1,38,38,1,1,0,39,12.7,3.7,Dropout
1,9119,Informatics Engineering,1,3,1,37,37,0,1,0,33,12.7,3.7,Dropout
1,9670,Advertising and Marketing Management,1,1,1,37,38,1,1,1,20,9.4,-0.8,Graduate
1,9003,Agronomy,1,1,1,38,19,1,1,0,19,16.2,0.3,Graduate
2,9991,Management (evening attendance),0,1,1,37,37,0,1,0,43,13.9,-0.3,Dropout
2,9991,Management (evening attendance),0,1,1,37,37,1,1,0,49,16.2,0.3,Dropout
1,9773,Journalism and Communication,1,1,1,38,38,1,1,1,18,12.7,3.7,Graduate
1,9003,Agronomy,1,1,1,1,37,1,1,0,27,11.1,0.6,Enrolled
1,9147,Management,1,1,1,1,19,1,1,1,19,8.9,1.4,Dropout
1,9070,Communication Design,1,1,1,37,37,1,1,1,45,16.2,0.3,Dropout
1,9670,Advertising and Marketing Management,1,1,1,37,12,0,1,0,19,13.9,-0.3,Graduate
1,9003,Agronomy,1,39,1,1,3,1,1,1,21,13.9,-0.3,Graduate
1,9670,Advertising and Marketing Management,1,1,1,1,1,1,1,1,18,13.9,-0.3,Graduate
1,9147,Management,1,1,1,37,37,1,1,0,18,9.4,-0.8,Dropout
1,9254,Tourism,1,1,1,37,37,0,1,0,29,9.4,-0.8,Dropout
1,9670,Advertising and Marketing Management,1,1,1,1,1,1,1,0,19,9.4,-0.8,Graduate
1,9147,Management,1,1,1,19,19,1,1,1,18,12.4,0.5,Enrolled
